timestamp,market,symbol,name,currency,price
1700000004,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04020376
1700000005,US,AAPL,Apple (synthetic demo),USD,221.37619448
1700000005,US,SPY,S&P ETF (synthetic demo),USD,563.50304049
1700000005,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.16889660
1700000005,KSA,1120,Al Rajhi (synthetic demo),SAR,95.59426580
1700000005,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65406.60291411
1700000005,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04025022
1700000006,US,AAPL,Apple (synthetic demo),USD,221.61599157
1700000006,US,SPY,S&P ETF (synthetic demo),USD,564.11343308
1700000006,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.19832624
1700000006,KSA,1120,Al Rajhi (synthetic demo),SAR,95.69781454
1700000006,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65477.45205444
1700000006,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04029382
1700000007,US,AAPL,Apple (synthetic demo),USD,221.83759172
1700000007,US,SPY,S&P ETF (synthetic demo),USD,564.67750621
1700000007,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.22552262
1700000007,KSA,1120,Al Rajhi (synthetic demo),SAR,95.79350552
1700000007,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65542.92482741
1700000007,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04033411
1700000008,US,AAPL,Apple (synthetic demo),USD,222.03887485
1700000008,US,SPY,S&P ETF (synthetic demo),USD,565.18986327
1700000008,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25022555
1700000008,KSA,1120,Al Rajhi (synthetic demo),SAR,95.88042323
1700000008,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65602.39484331
1700000008,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04037070
1700000009,US,AAPL,Apple (synthetic demo),USD,222.21810741
1700000009,US,SPY,S&P ETF (synthetic demo),USD,565.64609159
1700000009,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.27222227
1700000009,KSA,1120,Al Rajhi (synthetic demo),SAR,95.95781911
1700000009,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65655.34991691
1700000009,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04040329
1700000010,US,AAPL,Apple (synthetic demo),USD,222.37397391
1700000010,US,SPY,S&P ETF (synthetic demo),USD,566.04284269
1700000010,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.29135134
1700000010,KSA,1120,Al Rajhi (synthetic demo),SAR,96.02512510
1700000010,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65701.40138357
1700000010,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04043163
1700000011,US,AAPL,Apple (synthetic demo),USD,222.50560001
1700000011,US,SPY,S&P ETF (synthetic demo),USD,566.37789095
1700000011,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.30750546
1700000011,KSA,1120,Al Rajhi (synthetic demo),SAR,96.08196364
1700000011,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65740.29091348
1700000011,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04045556
1700000012,US,AAPL,Apple (synthetic demo),USD,222.61256663
1700000012,US,SPY,S&P ETF (synthetic demo),USD,566.65016961
1700000012,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.32063318
1700000012,KSA,1120,Al Rajhi (synthetic demo),SAR,96.12815377
1700000012,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65771.89468703
1700000012,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04047501
1700000013,US,AAPL,Apple (synthetic demo),USD,222.69491487
1700000013,US,SPY,S&P ETF (synthetic demo),USD,566.85978331
1700000013,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.33073955
1700000013,KSA,1120,Al Rajhi (synthetic demo),SAR,96.16371324
1700000013,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65796.22484801
1700000013,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04048998
1700000014,US,AAPL,Apple (synthetic demo),USD,222.75314162
1700000014,US,SPY,S&P ETF (synthetic demo),USD,567.00799686
1700000014,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.33788556
1700000014,KSA,1120,Al Rajhi (synthetic demo),SAR,96.18885661
1700000014,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65813.42820669
1700000014,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04050057
1700000015,US,AAPL,Apple (synthetic demo),USD,222.78818598
1700000015,US,SPY,S&P ETF (synthetic demo),USD,567.09720067
1700000015,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.34218646
1700000015,KSA,1120,Al Rajhi (synthetic demo),SAR,96.20398940
1700000015,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65823.78222094
1700000015,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04050694
1700000016,US,AAPL,Apple (synthetic demo),USD,222.80140669
1700000016,US,SPY,S&P ETF (synthetic demo),USD,567.13085338
1700000016,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.34380900
1700000016,KSA,1120,Al Rajhi (synthetic demo),SAR,96.20969834
1700000016,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65827.68833885
1700000016,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04050935
1700000017,US,AAPL,Apple (synthetic demo),USD,222.79455115
1700000017,US,SPY,S&P ETF (synthetic demo),USD,567.11340293
1700000017,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.34296764
1700000017,KSA,1120,Al Rajhi (synthetic demo),SAR,96.20673800
1700000017,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65825.66284013
1700000017,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04050810
1700000018,US,AAPL,Apple (synthetic demo),USD,222.76971662
1700000018,US,SPY,S&P ETF (synthetic demo),USD,567.05018776
1700000018,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.33991977
1700000018,KSA,1120,Al Rajhi (synthetic demo),SAR,96.19601399
1700000018,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65818.32536445
1700000018,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04050358
1700000019,US,AAPL,Apple (synthetic demo),USD,222.72930430
1700000019,US,SPY,S&P ETF (synthetic demo),USD,566.94732004
1700000019,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.33496007
1700000019,KSA,1120,Al Rajhi (synthetic demo),SAR,96.17856322
1700000019,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65806.38536196
1700000019,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04049624
1700000020,US,AAPL,Apple (synthetic demo),USD,222.67596744
1700000020,US,SPY,S&P ETF (synthetic demo),USD,566.81155348
1700000020,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.32841419
1700000020,KSA,1120,Al Rajhi (synthetic demo),SAR,96.15553139
1700000020,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65790.62674347
1700000020,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04048654
1700000021,US,AAPL,Apple (synthetic demo),USD,222.61255430
1700000021,US,SPY,S&P ETF (synthetic demo),USD,566.65013823
1700000021,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.32063166
1700000021,KSA,1120,Al Rajhi (synthetic demo),SAR,96.12814845
1700000021,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65771.89104459
1700000021,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04047501
1700000022,US,AAPL,Apple (synthetic demo),USD,222.54204736
1700000022,US,SPY,S&P ETF (synthetic demo),USD,566.47066601
1700000022,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.31197854
1700000022,KSA,1120,Al Rajhi (synthetic demo),SAR,96.09770227
1700000022,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65751.05944802
1700000022,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04046219
1700000023,US,AAPL,Apple (synthetic demo),USD,222.46749980
1700000023,US,SPY,S&P ETF (synthetic demo),USD,566.28090858
1700000023,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.30282952
1700000023,KSA,1120,Al Rajhi (synthetic demo),SAR,96.06551128
1700000023,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65729.03403177
1700000023,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04044864
1700000024,US,AAPL,Apple (synthetic demo),USD,222.39197074
1700000024,US,SPY,S&P ETF (synthetic demo),USD,566.08865278
1700000024,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.29356004
1700000024,KSA,1120,Al Rajhi (synthetic demo),SAR,96.03289645
1700000024,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65706.71862652
1700000024,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04043490
1700000025,US,AAPL,Apple (synthetic demo),USD,222.31846043
1700000025,US,SPY,S&P ETF (synthetic demo),USD,565.90153565
1700000025,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.28453833
1700000025,KSA,1120,Al Rajhi (synthetic demo),SAR,96.00115337
1700000025,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65684.99967337
1700000025,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04042154
1700000026,US,AAPL,Apple (synthetic demo),USD,222.24984683
1700000026,US,SPY,S&P ETF (synthetic demo),USD,565.72688285
1700000026,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.27611757
1700000026,KSA,1120,Al Rajhi (synthetic demo),SAR,95.97152477
1700000026,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65664.72747321
1700000026,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04040906
1700000027,US,AAPL,Apple (synthetic demo),USD,222.18882471
1700000027,US,SPY,S&P ETF (synthetic demo),USD,565.57155382
1700000027,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.26862849
1700000027,KSA,1120,Al Rajhi (synthetic demo),SAR,95.94517431
1700000027,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65646.69821067
1700000027,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04039797
1700000028,US,AAPL,Apple (synthetic demo),USD,222.13784871
1700000028,US,SPY,S&P ETF (synthetic demo),USD,565.44179673
1700000028,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.26237234
1700000028,KSA,1120,Al Rajhi (synthetic demo),SAR,95.92316194
1700000028,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65631.63712015
1700000028,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04038870
1700000029,US,AAPL,Apple (synthetic demo),USD,222.09908139
1700000029,US,SPY,S&P ETF (synthetic demo),USD,565.34311626
1700000029,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25761453
1700000029,KSA,1120,Al Rajhi (synthetic demo),SAR,95.90642151
1700000029,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65620.18313758
1700000029,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04038165
1700000030,US,AAPL,Apple (synthetic demo),USD,222.07434734
1700000030,US,SPY,S&P ETF (synthetic demo),USD,565.28015688
1700000030,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25457899
1700000030,KSA,1120,Al Rajhi (synthetic demo),SAR,95.89574090
1700000030,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65612.87535192
1700000030,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04037715
1700000031,US,AAPL,Apple (synthetic demo),USD,222.06509442
1700000031,US,SPY,S&P ETF (synthetic demo),USD,565.25660398
1700000031,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25344341
1700000031,KSA,1120,Al Rajhi (synthetic demo),SAR,95.89174532
1700000031,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65610.14153283
1700000031,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04037547
1700000032,US,AAPL,Apple (synthetic demo),USD,222.07236267
1700000032,US,SPY,S&P ETF (synthetic demo),USD,565.27510497
1700000032,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25433542
1700000032,KSA,1120,Al Rajhi (synthetic demo),SAR,95.89488388
1700000032,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65612.28896943
1700000032,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04037679
1700000033,US,AAPL,Apple (synthetic demo),USD,222.09676181
1700000033,US,SPY,S&P ETF (synthetic demo),USD,565.33721188
1700000033,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.25732986
1700000033,KSA,1120,Al Rajhi (synthetic demo),SAR,95.90541987
1700000033,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65619.49780723
1700000033,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04038123
1700000034,US,AAPL,Apple (synthetic demo),USD,222.13845761
1700000034,US,SPY,S&P ETF (synthetic demo),USD,565.44334663
1700000034,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.26244707
1700000034,KSA,1120,Al Rajhi (synthetic demo),SAR,95.92342488
1700000034,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65631.81701975
1700000034,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04038881
1700000035,US,AAPL,Apple (synthetic demo),USD,222.19716741
1700000035,US,SPY,S&P ETF (synthetic demo),USD,565.59278976
1700000035,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.26965236
1700000035,KSA,1120,Al Rajhi (synthetic demo),SAR,95.94877683
1700000035,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65649.16309747
1700000035,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04039948
1700000036,US,AAPL,Apple (synthetic demo),USD,222.27216501
1700000036,US,SPY,S&P ETF (synthetic demo),USD,565.78369276
1700000036,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.27885662
1700000036,KSA,1120,Al Rajhi (synthetic demo),SAR,95.98116216
1700000036,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65671.32148128
1700000036,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04041312
1700000037,US,AAPL,Apple (synthetic demo),USD,222.36229472
1700000037,US,SPY,S&P ETF (synthetic demo),USD,566.01311382
1700000037,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.28991799
1700000037,KSA,1120,Al Rajhi (synthetic demo),SAR,96.02008181
1700000037,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65697.95071164
1700000037,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04042951
1700000038,US,AAPL,Apple (synthetic demo),USD,222.46599425
1700000038,US,SPY,S&P ETF (synthetic demo),USD,566.27707627
1700000038,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.30264475
1700000038,KSA,1120,Al Rajhi (synthetic demo),SAR,96.06486115
1700000038,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65728.58920941
1700000038,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04044836
1700000039,US,AAPL,Apple (synthetic demo),USD,222.58132617
1700000039,US,SPY,S&P ETF (synthetic demo),USD,566.57064843
1700000039,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.31679912
1700000039,KSA,1120,Al Rajhi (synthetic demo),SAR,96.11466357
1700000039,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65762.66455029
1700000039,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04046933
1700000040,US,AAPL,Apple (synthetic demo),USD,222.70601707
1700000040,US,SPY,S&P ETF (synthetic demo),USD,566.88804346
1700000040,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.33210210
1700000040,KSA,1120,Al Rajhi (synthetic demo),SAR,96.16850737
1700000040,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65799.50504424
1700000040,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04049200
1700000041,US,AAPL,Apple (synthetic demo),USD,222.83750376
1700000041,US,SPY,S&P ETF (synthetic demo),USD,567.22273685
1700000041,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.34823910
1700000041,KSA,1120,Al Rajhi (synthetic demo),SAR,96.22528572
1700000041,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65838.35338407
1700000041,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04051591
1700000042,US,AAPL,Apple (synthetic demo),USD,222.97298552
1700000042,US,SPY,S&P ETF (synthetic demo),USD,567.56759950
1700000042,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.36486640
1700000042,KSA,1120,Al Rajhi (synthetic demo),SAR,96.28378920
1700000042,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65878.38208523
1700000042,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04054054
1700000043,US,AAPL,Apple (synthetic demo),USD,223.10948136
1700000043,US,SPY,S&P ETF (synthetic demo),USD,567.91504346
1700000043,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.38161817
1700000043,KSA,1120,Al Rajhi (synthetic demo),SAR,96.34273059
1700000043,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65918.71040213
1700000043,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04056536
1700000044,US,AAPL,Apple (synthetic demo),USD,223.24389112
1700000044,US,SPY,S&P ETF (synthetic demo),USD,568.25717740
1700000044,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.39811391
1700000044,KSA,1120,Al Rajhi (synthetic demo),SAR,96.40077117
1700000044,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65958.42237636
1700000044,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04058980
1700000045,US,AAPL,Apple (synthetic demo),USD,223.37305912
1700000045,US,SPY,S&P ETF (synthetic demo),USD,568.58596867
1700000045,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.41396635
1700000045,KSA,1120,Al Rajhi (synthetic demo),SAR,96.45654826
1700000045,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,65996.58564881
1700000045,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04061328
1700000046,US,AAPL,Apple (synthetic demo),USD,223.49383913
1700000046,US,SPY,S&P ETF (synthetic demo),USD,568.89340870
1700000046,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.42878935
1700000046,KSA,1120,Al Rajhi (synthetic demo),SAR,96.50870326
1700000046,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66032.27065237
1700000046,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04063524
1700000047,US,AAPL,Apple (synthetic demo),USD,223.60315930
1700000047,US,SPY,S&P ETF (synthetic demo),USD,569.17167822
1700000047,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.44220591
1700000047,KSA,1120,Al Rajhi (synthetic demo),SAR,96.55590970
1700000047,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66064.56979363
1700000047,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04065512
1700000048,US,AAPL,Apple (synthetic demo),USD,223.69808571
1700000048,US,SPY,S&P ETF (synthetic demo),USD,569.41330908
1700000048,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.45385597
1700000048,KSA,1120,Al Rajhi (synthetic demo),SAR,96.59690065
1700000048,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66092.61623262
1700000048,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04067238
1700000049,US,AAPL,Apple (synthetic demo),USD,223.77588328
1700000049,US,SPY,S&P ETF (synthetic demo),USD,569.61133925
1700000049,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.46340386
1700000049,KSA,1120,Al Rajhi (synthetic demo),SAR,96.63049505
1700000049,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66115.60187735
1700000049,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04068652
1700000050,US,AAPL,Apple (synthetic demo),USD,223.83407277
1700000050,US,SPY,S&P ETF (synthetic demo),USD,569.75945795
1700000050,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.47054529
1700000050,KSA,1120,Al Rajhi (synthetic demo),SAR,96.65562233
1700000050,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66132.79422616
1700000050,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04069710
1700000051,US,AAPL,Apple (synthetic demo),USD,223.87048272
1700000051,US,SPY,S&P ETF (synthetic demo),USD,569.85213784
1700000051,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.47501379
1700000051,KSA,1120,Al Rajhi (synthetic demo),SAR,96.67134481
1700000051,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66143.55171393
1700000051,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04070372
1700000052,US,AAPL,Apple (synthetic demo),USD,223.88329530
1700000052,US,SPY,S&P ETF (synthetic demo),USD,569.88475168
1700000052,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.47658624
1700000052,KSA,1120,Al Rajhi (synthetic demo),SAR,96.67687752
1700000052,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66147.33724905
1700000052,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04070605
1700000053,US,AAPL,Apple (synthetic demo),USD,223.87108502
1700000053,US,SPY,S&P ETF (synthetic demo),USD,569.85367096
1700000053,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.47508771
1700000053,KSA,1120,Al Rajhi (synthetic demo),SAR,96.67160489
1700000053,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66143.72966446
1700000053,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04070383
1700000054,US,AAPL,Apple (synthetic demo),USD,223.83284964
1700000054,US,SPY,S&P ETF (synthetic demo),USD,569.75634454
1700000054,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.47039518
1700000054,KSA,1120,Al Rajhi (synthetic demo),SAR,96.65509416
1700000054,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66132.43284865
1700000054,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04069688
1700000055,US,AAPL,Apple (synthetic demo),USD,223.76803264
1700000055,US,SPY,S&P ETF (synthetic demo),USD,569.59135580
1700000055,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.46244037
1700000055,KSA,1120,Al Rajhi (synthetic demo),SAR,96.62710500
1700000055,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66113.28236981
1700000055,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04068510
1700000056,US,AAPL,Apple (synthetic demo),USD,223.67653662
1700000056,US,SPY,S&P ETF (synthetic demo),USD,569.35845686
1700000056,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.45121131
1700000056,KSA,1120,Al Rajhi (synthetic demo),SAR,96.58759536
1700000056,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66086.24945711
1700000056,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04066846
1700000057,US,AAPL,Apple (synthetic demo),USD,223.55872764
1700000057,US,SPY,S&P ETF (synthetic demo),USD,569.05857945
1700000057,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.43675294
1700000057,KSA,1120,Al Rajhi (synthetic demo),SAR,96.53672330
1700000057,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66051.44225709
1700000057,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04064704
1700000058,US,AAPL,Apple (synthetic demo),USD,223.41543007
1700000058,US,SPY,S&P ETF (synthetic demo),USD,568.69382199
1700000058,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.41916642
1700000058,KSA,1120,Al Rajhi (synthetic demo),SAR,96.47484480
1700000058,CRYPTO,BTCUSDT,Bitcoin / USDT (synthetic demo),USDT,66009.10433839
1700000058,CRYPTO,ETHBTC,Ether / BTC (synthetic demo),BTC,0.04062099
1700000059,US,AAPL,Apple (synthetic demo),USD,223.24791237
1700000059,US,SPY,S&P ETF (synthetic demo),USD,568.26741332
1700000059,KSA,2222,Saudi Aramco (synthetic demo),SAR,27.39860743
1700000059,KSA,1120,Al Rajhi (synthetic demo),SAR,96.40250762
